dept,spec,pilot_dept,week_date,month_date,week_num,month_num,month_name,pilot_dept_wk_compl,pilot_dept_mo_compl,spec_wk_compl,spec_mo_compl,spec_p,dept_p
FB PREVENTORIUM CLINIC,Primary Care,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,87.77777777777777,89.17525773195877,Primary Care,FB PREVENTORIUM CLINIC
FB PRIMARY CARE,Primary Care,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,87.77777777777777,89.17525773195877,Primary Care,FB PRIMARY CARE
FB PULMONOLOGY,Pulmonology,Pilot,2025-03-24,2025-03-01,12,3,Mar,89.28571428571429,81.43459915611815,100,78.94736842105263,Pulmonology*,FB PULMONOLOGY*
FB TRAUMA SURGERY,Surgery,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,76,78.72807017543859,Surgery,FB TRAUMA SURGERY
FB UROLOGY,Urology,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,90.9090909090909,76,Urology,FB UROLOGY
FB VASCULAR SURGERY,Surgery,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,76,78.72807017543859,Surgery,FB VASCULAR SURGERY
M ST BREAST SURGERY,Surgery,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,76,78.72807017543859,Surgery,M ST BREAST SURGERY
M ST COS/PLAST SUR,Surgery,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,76,78.72807017543859,Surgery,M ST COS/PLAST SUR
M ST DERMATOLOGY,Dermatology,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,80,77.39130434782608,Dermatology,M ST DERMATOLOGY
M ST ENT,ENT,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,85.45454545454545,88.67924528301887,ENT,M ST ENT
M ST OB/GYN,Obstetrics/Gynecology,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,75.47169811320755,83.11688311688312,Obstetrics/Gynecology,M ST OB/GYN
M ST ORTHOPAEDIC SURG,Surgery,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,76,78.72807017543859,Surgery,M ST ORTHOPAEDIC SURG
M ST PRIMARY CARE,Primary Care,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,87.77777777777777,89.17525773195877,Primary Care,M ST PRIMARY CARE
M ST RHEUMATOLOGY,Rheumatology,Non-Pilot,2025-03-24,2025-03-01,12,3,Mar,81.75519630484989,82.60623229461757,100,100,Rheumatology,M ST RHEUMATOLOGY
FB CARDIOLOGY,Cardiology,Pilot,2025-03-31,2025-03-01,13,3,Mar,74,81.43459915611815,69.23076923076923,88.57142857142857,Cardiology*,FB CARDIOLOGY*
FB COLON RECTAL SURG,Surgery,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,76.5625,78.72807017543859,Surgery,FB COLON RECTAL SURG
FB DERMATOLOGY,Dermatology,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,82.5,77.39130434782608,Dermatology,FB DERMATOLOGY
FB GENERAL SURGERY,Surgery,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,76.5625,78.72807017543859,Surgery,FB GENERAL SURGERY
FB GER PALLIATIVE CARE,Geri/Palliative Care,Pilot,2025-03-31,2025-03-01,13,3,Mar,74,81.43459915611815,80,70.37037037037037,Geri/Palliative Care*,FB GER PALLIATIVE CARE*
FB GI & LIVER DISEASES,Gastroenterology,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,100,84.78260869565217,Gastroenterology,FB GI & LIVER DISEASES
FB ID,Infectious Disease,Pilot,2025-03-31,2025-03-01,13,3,Mar,74,81.43459915611815,73.68421052631578,80.72289156626506,Infectious Disease*,FB ID*
FB MIDWIFERY,Obstetrics/Gynecology,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,80.3030303030303,83.11688311688312,Obstetrics/Gynecology,FB MIDWIFERY
FB NEPHROLOGY,Nephrology (FB),Pilot,2025-03-31,2025-03-01,13,3,Mar,74,81.43459915611815,100,78.94736842105263,Nephrology (FB)*,FB NEPHROLOGY*
FB NEUROSURGERY,Surgery,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,76.5625,78.72807017543859,Surgery,FB NEUROSURGERY
FB OB/GYN,Obstetrics/Gynecology,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,80.3030303030303,83.11688311688312,Obstetrics/Gynecology,FB OB/GYN
FB OPHTHALMOLOGY,Ophthalmology,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,75,61.29032258064516,Ophthalmology,FB OPHTHALMOLOGY
FB PAIN,Pain Management,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,64.28571428571429,60,Pain Management,FB PAIN
FB PODIATRY,Podiatry,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,80.95238095238095,78.75,Podiatry,FB PODIATRY
FB PRIMARY CARE,Primary Care,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,89.28571428571429,89.17525773195877,Primary Care,FB PRIMARY CARE
FB PULMONOLOGY,Pulmonology,Pilot,2025-03-31,2025-03-01,13,3,Mar,74,81.43459915611815,60,78.94736842105263,Pulmonology*,FB PULMONOLOGY*
FB THORACIC SURGERY,Surgery,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,76.5625,78.72807017543859,Surgery,FB THORACIC SURGERY
FB UROLOGY,Urology,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,64.70588235294117,76,Urology,FB UROLOGY
M ST BREAST SURGERY,Surgery,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,76.5625,78.72807017543859,Surgery,M ST BREAST SURGERY
M ST ENT,ENT,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,91.3793103448276,88.67924528301887,ENT,M ST ENT
M ST OB/GYN,Obstetrics/Gynecology,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,80.3030303030303,83.11688311688312,Obstetrics/Gynecology,M ST OB/GYN
M ST ORTHOPAEDIC SURG,Surgery,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,76.5625,78.72807017543859,Surgery,M ST ORTHOPAEDIC SURG
M ST PRIMARY CARE,Primary Care,Non-Pilot,2025-03-31,2025-03-01,13,3,Mar,81.91721132897604,82.60623229461757,89.28571428571429,89.17525773195877,Primary Care,M ST PRIMARY CARE
FB CARDIOLOGY,Cardiology,Pilot,2025-03-31,2025-04-01,13,4,Apr,74,84.01639344262296,69.23076923076923,81.69014084507043,Cardiology*,FB CARDIOLOGY*
FB COLON RECTAL SURG,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,FB COLON RECTAL SURG
FB DERMATOLOGY,Dermatology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,82.5,79.87012987012987,Dermatology,FB DERMATOLOGY
FB GENERAL SURGERY,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,FB GENERAL SURGERY
FB GER PALLIATIVE CARE,Geri/Palliative Care,Pilot,2025-03-31,2025-04-01,13,4,Apr,74,84.01639344262296,80,80.95238095238095,Geri/Palliative Care*,FB GER PALLIATIVE CARE*
FB GI & LIVER DISEASES,Gastroenterology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,100,82.75862068965517,Gastroenterology,FB GI & LIVER DISEASES
FB GYN ONC,Obstetrics/Gynecology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,80.3030303030303,83.203125,Obstetrics/Gynecology,FB GYN ONC
FB HEM ONC,Hematology/Oncology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,100,87.5,Hematology/Oncology,FB HEM ONC
FB ID,Infectious Disease,Pilot,2025-03-31,2025-04-01,13,4,Apr,74,84.01639344262296,73.68421052631578,89.85507246376811,Infectious Disease*,FB ID*
FB INFUSION CENTER,Hematology/Oncology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,100,87.5,Hematology/Oncology,FB INFUSION CENTER
FB MFM,Obstetrics/Gynecology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,80.3030303030303,83.203125,Obstetrics/Gynecology,FB MFM
FB MIDWIFERY,Obstetrics/Gynecology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,80.3030303030303,83.203125,Obstetrics/Gynecology,FB MIDWIFERY
FB NEPHROLOGY,Nephrology (FB),Pilot,2025-03-31,2025-04-01,13,4,Apr,74,84.01639344262296,100,92.85714285714286,Nephrology (FB)*,FB NEPHROLOGY*
FB NEUROLOGY,Neurology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,93.75,89.47368421052632,Neurology,FB NEUROLOGY
FB NEUROSURGERY,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,FB NEUROSURGERY
FB OB/GYN,Obstetrics/Gynecology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,80.3030303030303,83.203125,Obstetrics/Gynecology,FB OB/GYN
FB OPHTHALMOLOGY,Ophthalmology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,75,48.93617021276596,Ophthalmology,FB OPHTHALMOLOGY
FB ORTHOPAEDIC SURG,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,FB ORTHOPAEDIC SURG
FB PAIN,Pain Management,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,64.28571428571429,75,Pain Management,FB PAIN
FB PODIATRY,Podiatry,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,80.95238095238095,82.52427184466019,Podiatry,FB PODIATRY
FB PREVENTORIUM CLINIC,Primary Care,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,89.28571428571429,89.41504178272982,Primary Care,FB PREVENTORIUM CLINIC
FB PRIMARY CARE,Primary Care,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,89.28571428571429,89.41504178272982,Primary Care,FB PRIMARY CARE
FB PULMONOLOGY,Pulmonology,Pilot,2025-03-31,2025-04-01,13,4,Apr,74,84.01639344262296,60,79.16666666666666,Pulmonology*,FB PULMONOLOGY*
FB THORACIC SURGERY,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,FB THORACIC SURGERY
FB TRAUMA SURGERY,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,FB TRAUMA SURGERY
FB UROLOGY,Urology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,64.70588235294117,76.92307692307693,Urology,FB UROLOGY
FB VASCULAR SURGERY,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,FB VASCULAR SURGERY
INGLESIDE GERIATRICS,Geriatrics (Ingleside),Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,0,0,Geriatrics (Ingleside),INGLESIDE GERIATRICS
M ST BREAST SURGERY,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,M ST BREAST SURGERY
M ST COS/PLAST SUR,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,M ST COS/PLAST SUR
M ST DERMATOLOGY,Dermatology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,82.5,79.87012987012987,Dermatology,M ST DERMATOLOGY
M ST ENT,ENT,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,91.3793103448276,86.69527896995707,ENT,M ST ENT
M ST OB/GYN,Obstetrics/Gynecology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,80.3030303030303,83.203125,Obstetrics/Gynecology,M ST OB/GYN
M ST ORTHOPAEDIC SURG,Surgery,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,76.5625,78.10760667903524,Surgery,M ST ORTHOPAEDIC SURG
M ST PRIMARY CARE,Primary Care,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,89.28571428571429,89.41504178272982,Primary Care,M ST PRIMARY CARE
M ST RHEUMATOLOGY,Rheumatology,Non-Pilot,2025-03-31,2025-04-01,13,4,Apr,81.91721132897604,81.86896901980701,0,60,Rheumatology,M ST RHEUMATOLOGY
FB CARDIOLOGY,Cardiology,Pilot,2025-04-07,2025-04-01,14,4,Apr,84.78260869565217,84.01639344262296,68.75,81.69014084507043,Cardiology*,FB CARDIOLOGY*
FB CARDIOTHORACIC SURGERY,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,FB CARDIOTHORACIC SURGERY
FB COLON RECTAL SURG,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,FB COLON RECTAL SURG
FB DERMATOLOGY,Dermatology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,85.71428571428571,79.87012987012987,Dermatology,FB DERMATOLOGY
FB GENERAL SURGERY,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,FB GENERAL SURGERY
FB GER PALLIATIVE CARE,Geri/Palliative Care,Pilot,2025-04-07,2025-04-01,14,4,Apr,84.78260869565217,84.01639344262296,75,80.95238095238095,Geri/Palliative Care*,FB GER PALLIATIVE CARE*
FB GI & LIVER DISEASES,Gastroenterology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,66.66666666666666,82.75862068965517,Gastroenterology,FB GI & LIVER DISEASES
FB HEM ONC,Hematology/Oncology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,66.66666666666666,87.5,Hematology/Oncology,FB HEM ONC
FB ID,Infectious Disease,Pilot,2025-04-07,2025-04-01,14,4,Apr,84.78260869565217,84.01639344262296,93.75,89.85507246376811,Infectious Disease*,FB ID*
FB MFM,Obstetrics/Gynecology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,87.5,83.203125,Obstetrics/Gynecology,FB MFM
FB MIDWIFERY,Obstetrics/Gynecology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,87.5,83.203125,Obstetrics/Gynecology,FB MIDWIFERY
FB NEPHROLOGY,Nephrology (FB),Pilot,2025-04-07,2025-04-01,14,4,Apr,84.78260869565217,84.01639344262296,100,92.85714285714286,Nephrology (FB)*,FB NEPHROLOGY*
FB NEUROLOGY,Neurology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,91.66666666666666,89.47368421052632,Neurology,FB NEUROLOGY
FB NEUROSURGERY,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,FB NEUROSURGERY
FB OB/GYN,Obstetrics/Gynecology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,87.5,83.203125,Obstetrics/Gynecology,FB OB/GYN
FB OPHTHALMOLOGY,Ophthalmology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,44.44444444444444,48.93617021276596,Ophthalmology,FB OPHTHALMOLOGY
FB ORTHOPAEDIC SURG,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,FB ORTHOPAEDIC SURG
FB PAIN,Pain Management,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,80,75,Pain Management,FB PAIN
FB PODIATRY,Podiatry,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,80.95238095238095,82.52427184466019,Podiatry,FB PODIATRY
FB PREVENTORIUM CLINIC,Primary Care,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,91.56626506024097,89.41504178272982,Primary Care,FB PREVENTORIUM CLINIC
FB PRIMARY CARE,Primary Care,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,91.56626506024097,89.41504178272982,Primary Care,FB PRIMARY CARE
FB PULMONOLOGY,Pulmonology,Pilot,2025-04-07,2025-04-01,14,4,Apr,84.78260869565217,84.01639344262296,100,79.16666666666666,Pulmonology*,FB PULMONOLOGY*
FB THORACIC SURGERY,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,FB THORACIC SURGERY
FB TRAUMA SURGERY,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,FB TRAUMA SURGERY
FB UROLOGY,Urology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,100,76.92307692307693,Urology,FB UROLOGY
FB VASCULAR SURGERY,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,FB VASCULAR SURGERY
INGLESIDE GERIATRICS,Geriatrics (Ingleside),Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,0,0,Geriatrics (Ingleside),INGLESIDE GERIATRICS
M ST BREAST SURGERY,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,M ST BREAST SURGERY
M ST CARDIAC SURGERY,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,M ST CARDIAC SURGERY
M ST COS/PLAST SUR,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,M ST COS/PLAST SUR
M ST DERMATOLOGY,Dermatology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,85.71428571428571,79.87012987012987,Dermatology,M ST DERMATOLOGY
M ST ENT,ENT,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,81.48148148148148,86.69527896995707,ENT,M ST ENT
M ST OB/GYN,Obstetrics/Gynecology,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,87.5,83.203125,Obstetrics/Gynecology,M ST OB/GYN
M ST ORTHOPAEDIC SURG,Surgery,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,84.16666666666667,78.10760667903524,Surgery,M ST ORTHOPAEDIC SURG
M ST PRIMARY CARE,Primary Care,Non-Pilot,2025-04-07,2025-04-01,14,4,Apr,84.84848484848484,81.86896901980701,91.56626506024097,89.41504178272982,Primary Care,M ST PRIMARY CARE
FB CARDIOLOGY,Cardiology,Pilot,2025-04-14,2025-04-01,15,4,Apr,88.09523809523809,84.01639344262296,90,81.69014084507043,Cardiology*,FB CARDIOLOGY*
FB COLON RECTAL SURG,Surgery,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,74.78991596638656,78.10760667903524,Surgery,FB COLON RECTAL SURG
FB DERMATOLOGY,Dermatology,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,78.78787878787878,79.87012987012987,Dermatology,FB DERMATOLOGY
FB GENERAL SURGERY,Surgery,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,74.78991596638656,78.10760667903524,Surgery,FB GENERAL SURGERY
FB GER PALLIATIVE CARE,Geri/Palliative Care,Pilot,2025-04-14,2025-04-01,15,4,Apr,88.09523809523809,84.01639344262296,75,80.95238095238095,Geri/Palliative Care*,FB GER PALLIATIVE CARE*
FB GI & LIVER DISEASES,Gastroenterology,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,80,82.75862068965517,Gastroenterology,FB GI & LIVER DISEASES
FB HEM ONC,Hematology/Oncology,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,100,87.5,Hematology/Oncology,FB HEM ONC
FB ID,Infectious Disease,Pilot,2025-04-14,2025-04-01,15,4,Apr,88.09523809523809,84.01639344262296,100,89.85507246376811,Infectious Disease*,FB ID*
FB INFUSION CENTER,Hematology/Oncology,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,100,87.5,Hematology/Oncology,FB INFUSION CENTER
FB MFM,Obstetrics/Gynecology,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,79.48717948717949,83.203125,Obstetrics/Gynecology,FB MFM
FB NEPHROLOGY,Nephrology (FB),Pilot,2025-04-14,2025-04-01,15,4,Apr,88.09523809523809,84.01639344262296,100,92.85714285714286,Nephrology (FB)*,FB NEPHROLOGY*
FB NEUROLOGY,Neurology,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,90.9090909090909,89.47368421052632,Neurology,FB NEUROLOGY
FB NEUROSURGERY,Surgery,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,74.78991596638656,78.10760667903524,Surgery,FB NEUROSURGERY
FB OB/GYN,Obstetrics/Gynecology,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,79.48717948717949,83.203125,Obstetrics/Gynecology,FB OB/GYN
FB OPHTHALMOLOGY,Ophthalmology,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,55.55555555555556,48.93617021276596,Ophthalmology,FB OPHTHALMOLOGY
FB ORTHOPAEDIC SURG,Surgery,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,74.78991596638656,78.10760667903524,Surgery,FB ORTHOPAEDIC SURG
FB PAIN,Pain Management,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,66.66666666666666,75,Pain Management,FB PAIN
FB PODIATRY,Podiatry,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,81.48148148148148,82.52427184466019,Podiatry,FB PODIATRY
FB PREVENTORIUM CLINIC,Primary Care,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,85.8974358974359,89.41504178272982,Primary Care,FB PREVENTORIUM CLINIC
FB PRIMARY CARE,Primary Care,Non-Pilot,2025-04-14,2025-04-01,15,4,Apr,79.22077922077922,81.86896901980701,85.8974358974359,89.41504178272982,Primary Care,FB PRIMARY CARE
FB PULMONOLOGY,Pulmonology,Pilot,2025-04-14,2025-04-01,15,4,Apr,88.09523809523809,84.01639344262296,78.57142857142857,79.16666666666666,Pulmonology*,FB PULMONOLOGY*
